,id,name,description,comics,series,stories,events
461,1014974,George Stacy (Ultimate),,9,6,4,0
462,1010749,Gertrude Yorkes,,14,5,13,1
463,1010925,Ghost Rider (Daniel Ketch),,82,25,89,1
464,1009318,Ghost Rider (Johnny Blaze),,309,85,428,6
465,1017329,Ghost Rider (Marvel War of Heroes),,0,0,0,0
466,1017833,Ghost Rider (Robbie Reyes),,32,17,34,0
467,1011221,Giant Girl,,2,1,2,0
468,1009320,Giant Man,,59,24,62,3
469,1010720,Giant-dok,,0,0,0,0
470,1010926,Giant-Man (Ultimate),,20,10,22,0
471,1011055,Gideon,,22,11,24,1
472,1012571,Gilgamesh,,12,3,13,1
473,1014982,Git Hoskins,,0,0,0,0
474,1009321,Gladiator (Kallark),,83,43,77,3
475,1011256,Gladiator (Melvin Potter),,9,6,14,0
476,1009645,Glenn Talbot,"Major Glenn Talbot was member of United States Air Force, United States Army and Hulkbusters.",7,3,11,0
477,1011144,Glorian,,11,2,19,1
478,1009322,Goblin Queen,,9,7,9,1
479,1011374,Golden Guardian,,0,0,0,0
480,1010927,Goliath (Bill Foster),,28,12,29,2
481,1009324,Gorgon,,62,34,69,5
482,1012610,Gorgon (Inhumans),,16,10,18,2
483,1010731,Gorilla Man,,19,8,21,2
484,1011076,Grandmaster,,11,10,11,0
485,1012623,Graviton,,12,6,15,2
486,1010702,Gravity,,35,12,38,4
487,1011041,Great Lakes Avengers,,13,5,14,0
488,1014985,Green Goblin (Barry Norman Osborn),,12,1,12,0
489,1010928,Green Goblin (Harry Osborn),,11,3,11,2
490,1011435,Green Goblin (Norman Osborn),,71,35,70,3
491,1010929,Green Goblin (Ultimate),,2,2,2,0
492,1009326,Gressill,,0,0,0,0
493,1011420,Grey Gargoyle,,28,22,36,3
494,1011292,Greymalkin,,0,0,0,0
495,1009328,Grim Reaper,,33,18,32,1
496,1010743,Groot,,38,17,41,2
497,1009330,Guardian,,36,19,39,2
498,1011299,Guardians of the Galaxy,"A group of cosmic adventurers brought together by Star-Lord, the  Guardians of the Galaxy protect the universe from threats all  across space. The team also includes Drax, Gamora, Groot and Rocket  Raccoon!",351,99,389,9
499,1009331,Guardsmen,,0,0,0,0
500,1010709,Gunslinger,,0,0,0,0
501,1009207,GW Bridge,,22,3,21,3
502,1009619,Gwen Stacy,"Peter Parker's first true love, Gwen Stacy was killed during a rescue attempt by Spider-Man, the guilt from which Peter has never overcome.",82,32,77,1
503,1014994,Gwen Stacy (Ultimate),,27,8,28,0
504,1011400,H.A.M.M.E.R.,,8,5,11,1
505,1009332,H.E.R.B.I.E.,,1,1,1,0
506,1011391,Hairball,,8,2,12,0
507,1009333,Half-Life (Tony Masterson),,1,1,2,0
508,1009334,Hammerhead,,30,17,33,0
509,1014995,Hammerhead (Ultimate),,5,4,5,0
510,1011490,Hank Pym, ,241,90,333,8
511,1011091,Hannibal King,,2,1,2,0
512,1009348,Happy Hogan,,18,4,32,0
513,1010821,Hardball,,17,3,20,5
514,1011185,Harley Davidson Cooper,,0,0,0,0
515,1009336,Harpoon,,13,5,12,3
516,1011069,Harrier,,0,0,0,0
517,1009339,Harry Heck,,0,0,0,0
518,1009486,Harry Osborn,,97,22,123,4
519,1011218,Harry Osborn (Ultimate),,10,6,7,0
520,1010816,Hate-Monger (Adolf Hitler),,3,3,4,0
521,1009337,Havok,,351,96,397,14
522,1009338,Hawkeye,,655,215,711,19
523,1010808,Hawkeye (Kate Bishop),,97,38,95,3
524,1017311,Hawkeye (Marvel Heroes),,0,0,0,0
525,1011131,Hawkeye (Ultimate),,30,14,39,0
526,1017108,Hawkeye/Clint Barton (MAA),"Hawkeye is an expert archer with an attitude just as on-target as his aim. His stealth combat experience and his ability to hit any target with any projectile make him a valuable member of the Avengers. However, he refuses to let things get too serious, as he has as many jokes as he does arrows!",0,0,0,0
527,1012767,Hecate (Ravonna Renslayer),,15,6,14,0
528,1011046,Hedge Knight,,1,1,1,0
529,1011482,Hela,"Hela was born ages ago to the being who would one day be called Odin and a goddess whose name and image have been lost in antiquity. On the day of her maturity, Odin appointed her goddess and ruler of the northernmost realms of the dead. Her special dominion was over the souls of all who did not die in battle, while Odin himself built the palace Valhalla to house the souls of all of those who died as heroes. In recent years, when Odin&rsquo;s attention had strayed from the maintenance of Valhalla, Hela tried to annex that realm to her own, hoping to consolidate her power over all Asgard&rsquo;s dead. Eventually Odin grew aware of her ambitions and opposed them. In the course of battle, Odin&rsquo;s band of Valkyries, the custodians of Valhalla, lost their physical forms, no longer able to travel from Valhalla except in their wraith-like astral forms. Hela gave up her contest for Valhalla when Odin vowed to keep better watch over it in future, and she returned to her realms.",62,30,75,5
530,1010351,Hellcat (Patsy Walker),,110,39,111,1
531,1009340,Hellfire Club,,32,21,28,0
532,1014996,Hellfire Club (Ultimate),,2,1,4,0
533,1010678,Hellion,,28,13,31,2
534,1011044,Hellions (Squad),,8,5,11,0
535,1009341,Hemingway,,1,1,2,0
536,1011371,Henry Peter Gyrich,,14,6,15,2
537,1009342,Hepzibah,,38,13,35,2
538,1009343,Hercules,,305,110,348,12
539,1010759,Heroes For Hire,,84,11,94,3
540,1011274,Hex,,0,0,0,0
541,1011300,High Evolutionary,,38,28,42,2
542,1010839,Hindsight Lad,,0,0,0,0
543,1010703,Hiroim,,4,2,4,1
544,1011442,Hit-Monkey,,23,8,32,1
545,1009345,Hitman,,4,3,4,0
546,1011383,Hitomi Sakuma,,0,0,0,0
547,1010930,Hobgoblin (Jason Macendale),,9,4,9,1
548,1010931,Hobgoblin (Robin Borne),,3,1,6,0
549,1009347,Hobgoblin (Roderick Kingsley),,40,21,39,2
550,1009349,Holocaust (Age of Apocalypse),,31,17,29,2
551,1009350,Holy,,0,0,0,0
552,1017844,Honey Badger (Gabrielle Kinney),,53,9,53,0
553,1011428,Hope Summers,,102,23,138,6
554,1009557,Howard Saint,,0,0,0,0
555,1010373,Howard The Duck,,110,34,224,1
556,1009351,Hulk,"Caught in a gamma bomb explosion while trying to save the life of a teenager, Dr. Bruce Banner was transformed into the incredibly powerful creature called the Hulk. An all too often misunderstood hero, the angrier the Hulk gets, the stronger the Hulk gets.",1737,514,2627,26
557,1017098,Hulk (HAS),"The Hulk is the biggest, strongest, smashing-est hero in the Marvel Universe - the green glue that holds his crazy family-like team together. Hulk loves saving the world by smashing every alien, sea creature, and planet (literally) that tries to destroy it. He is the star of his best bud A-Bomb's web series, and just wants to show people his good intentions!",1,1,1,0
558,1017333,Hulk (LEGO Marvel Super Heroes),,0,0,0,0
559,1011118,Hulk (Marvel Zombies),,8,3,9,0
560,1017303,Hulk (Marvel: Avengers Alliance),,0,0,0,0
561,1011005,Hulk (Ultimate),,27,16,30,0
562,1010721,Hulk-dok,,0,0,0,0
563,1017107,Hulk/Bruce Banner (MAA),"Scientist Bruce Banner was transformed into the Hulk as a result to gamma radiation exposure. Over 8 feet tall and weighing 1,040 pounds, it's Hulk's strength that makes him the strongest hero in the Marvel Universe! Hulk smashes all threats that dare disturb the peace and friendship he has found in the Avengers. ",0,0,0,0
564,1009355,Hulkling,,48,25,47,3
565,1010343,Human Cannonball,,2,1,2,0
566,1011415,Human Fly (Richard Deacon),,0,0,0,0
567,1010722,Human Robot,,12,6,12,2
568,1009356,Human Torch,,1176,277,1851,20
569,1010932,Human Torch (Jim Hammond),,55,25,51,1
570,1011102,Human Torch (Ultimate),,55,22,68,0
571,1010675,Humbug,,5,3,5,1
572,1009357,Husk,,40,17,50,3
573,1009358,Hussar,,8,5,5,1
574,1009359,Hydra,,147,74,152,3
575,1009360,Hydro-Man,,18,9,25,1
576,1009361,Hyperion (Earth-712),,35,22,38,0
577,1011246,Hypno-Hustler,,3,2,4,0
578,1009362,Iceman,,587,168,679,22
579,1010933,Iceman (Ultimate),,68,20,117,0
580,1017475,Iceman (X-Men: Battle of the Atom),,0,0,0,0
581,1011077,Ikaris,,15,4,17,0
582,1010758,Illuminati,,16,8,15,1
583,1009529,Ilyana Rasputin,,1,1,2,0
584,1012923,Immortus,,21,6,27,1
585,1011273,Imp,,0,0,0,0
586,1011089,Imperfects,,0,0,0,0
587,1009363,Imperial Guard,,17,11,19,2
588,1009364,Impossible Man,,24,19,31,1
589,1011063,In-Betweener,,4,4,3,0
590,1011064,Inertia,,3,3,3,0
591,1011146,Infant Terrible,,0,0,0,0
592,1009365,Inhumans,,247,112,277,12
593,1011293,Ink,,2,2,2,0
594,1011024,Invaders,,94,23,156,0
595,1009366,Invisible Woman,,732,176,962,20
596,1017301,Invisible Woman (Marvel: Avengers Alliance),,0,0,0,0
597,1010934,Invisible Woman (Ultimate),,52,19,70,0
598,1011379,Iron Cross Army,,0,0,0,0
599,1011318,Iron Fist (Bei Bang-Wen),,6,3,10,0
600,1009367,Iron Fist (Danny Rand),,418,118,475,11
601,1010888,Iron Fist (Orson Randall),,14,6,14,0
602,1011413,Iron Fist (Quan Yaozu),,1,1,1,0
603,1016839,Iron Fist (USM),"Danny is always focused yet relaxed - more Zen-focused than chill surfer dude. But when Danny turns into Iron First, he becomes very rigid with perfect posture. A very Yin/Yang character. 

Danny is THE Danny Rand â€“ the 17-year-old head of the giant Rand Corporation.  His wealth rivals Osbornâ€™s â€“ but youâ€™d never know it from his laid- back attitude. However, as Iron Fist, he takes his powers very seriously. 

While Danny and Luke are best friends, Danny has a special respect for Spider-Man, acting as a non-judgmental moral commentator on all of Spider-Manâ€™s actions. ",0,0,0,0
604,1011412,Iron Fist (Wu Ao-Shi),,2,1,3,0
605,1010704,Iron Lad,,17,6,16,0
606,1009368,Iron Man,"Wounded, captured and forced to build a weapon by his enemies, billionaire industrialist Tony Stark instead created an advanced suit of armor to save his life and escape captivity. Now with a new outlook on life, Tony uses his money and intelligence to make the world a safer, better place as Iron Man.",2661,659,3989,31
607,1017320,Iron Man (Iron Man 3 - The Official Game),,0,0,0,0
608,1017294,Iron Man (LEGO Marvel Super Heroes),,0,0,0,0
609,1017310,Iron Man (Marvel Heroes),,0,0,0,0
610,1017326,Iron Man (Marvel War of Heroes),,0,0,0,0
611,1010935,Iron Man (Ultimate),,76,28,92,0
612,1017104,Iron Man/Tony Stark (MAA),"Tony Stark is the genius inventor/billionaire/philanthropist owner of Stark Industries. With his super high-tech Iron Man suit, he is practically indestructible, able to fly, and has a large selection of weapons to choose from - but it's Tony's quick thinking and ability to adapt and improvise that make him an effective leader of the Avengers.        ",0,0,0,0
613,1009371,Iron Monger,,0,0,0,0
614,1009487,Iron Patriot,,6,5,7,3
615,1009538,Iron Patriot (James Rhodes),"U.S. Air Force pilot and Tony Stark's friend who has his own suit of Iron Man armor, nicknamed, ""War Machine.""",76,28,100,4
616,1010844,Ironclad,,0,0,0,0
617,1017831,Ironheart (Riri Williams),,90,30,91,1
618,1011876,Isaiah Bradley,Isaiah Bradley was an African-American solider that was turned into a super-soldier by Project: Rebirth and grandfather of the Patriot.,8,2,7,0
619,1009372,J. Jonah Jameson,,280,78,307,13
620,1010736,Jack Flag,,0,0,0,0
621,1010786,Jack Murdock,,8,5,9,0
622,1010766,Jack O' Lantern,,9,7,9,2
623,1011251,Jack Power,,6,3,6,0
624,1011288,Jackal,,42,20,50,2
625,1011259,Jackpot,,7,4,10,0
626,1010775,James Buchanan Barnes,,3,3,3,0
627,1010777,James Howlett,,3,2,3,0
628,1011343,Jamie Braddock,,16,6,14,2
629,1010329,Jane Foster,,87,41,98,0
630,1010878,"Janus, the Nega-Man",,1,1,2,0
631,1009597,Jasper Sitwell,,23,8,32,0
632,1011344,Jazinda,,0,0,0,0
633,1009496,Jean Grey,,60,24,59,0
634,1009327,Jean Grey,,224,104,242,13
635,1010946,Jean Grey (Ultimate),,78,19,138,0
636,1009604,Jennifer Smith,,0,0,0,0
637,1011404,Jeryn Hogarth,,19,5,20,0
638,1010667,Jessica Drew,,13,5,14,1
639,1009378,Jessica Jones,,166,56,182,9
640,1009373,Jetstream,,1,1,1,0
641,1009374,Jigsaw,,21,8,22,0
642,1011105,Jimmy Woo,Jimmy Woo is a former FBI and SHIELD agent from the '50s who now leads the Agents of Atlas in the present.,15,7,18,2
643,1009375,Joan the Mouse,,0,0,0,0
644,1009376,Jocasta,,73,13,76,6
645,1011171,John Farson,,0,0,0,0
646,1010812,John Jameson,,10,6,9,0
647,1009500,John Porter,,0,0,0,0
648,1009721,John Wraith,"A mutant with teleportation powers, Wraith served with Wolverine, Sabretooth, Maverick and Silver Fox in Team X, a covert operations unit formed by Weapon X.",5,2,9,0
649,1009196,Johnny Blaze,,4,4,4,0
650,1009630,Johnny Storm,,27,15,40,3
651,1009380,Joseph,,37,9,44,1
652,1010938,Joshua Kane,,0,0,0,0
653,1010937,Josiah X,,7,1,7,0
654,1011033,Joystick,,5,5,5,1
655,1009381,Jubilee,,261,64,296,10
656,1010936,Jubilee (Age of Apocalypse),,3,1,3,1
657,1009382,Juggernaut,,204,88,232,9
658,1010772,Jule Carpenter,,0,0,0,0
659,1010679,Julian Keller,,6,3,8,0
660,1011314,Junta,,7,1,7,0
661,1010760,Justice,,75,18,94,7
662,1011310,Justin Hammer,,8,4,10,0
663,1011081,Ka-Zar,,164,48,181,1
664,1011193,Kabuki,,11,1,11,0
665,1009384,Kang,,149,62,174,3
666,1014983,Karen O'Malley,,0,0,0,0
667,1011357,Karen Page,,33,14,45,0
668,1011386,Karma,,64,16,80,2
669,1009385,Karnak,,103,48,114,8
670,1010752,Karolina Dean ,,12,10,11,0
671,1010783,Kat Farrell,,11,7,8,1
672,1010810,Kate Bishop,,15,8,15,2
673,1011250,Katie Power,,11,5,15,0
674,1011319,Ken Ellis,"Former Daily Bugle and current DB! reporter Ken Ellis first made a splash during the public debut of Ben Reilly as the Scarlet Spider, providing the new costumed hero with his name following a pitched battle with Venom.",6,3,6,0
675,1009386,Khan,,0,0,0,0
676,1010893,Kid Colt,,14,6,17,0
677,1011397,Killer Shrike,,4,4,3,0
678,1011289,Killmonger,,26,9,26,0
679,1011116,Killraven,,38,8,104,0
680,1009388,King Bedlam,,2,1,2,0
681,1010842,King Cobra,,5,5,5,0
682,1009389,Kingpin,,270,102,316,7
683,1011308,Kinsey Walden,,0,0,0,0
684,1009508,Kitty Pryde,,356,127,374,14
685,1017476,Kitty Pryde (X-Men: Battle of the Atom),,0,0,0,0
686,1009390,Klaw,,57,29,61,1
687,1010818,Komodo (Melati Kusuma),,20,2,24,4
688,1011147,Korath,,5,3,5,1
689,1011080,Korg,,18,3,17,2
690,1011312,Korvac,,15,9,17,0
691,1013133,Krakoa,,27,6,27,1
692,1009391,Kraven the Hunter,,78,42,89,1
693,1011148,Kree,,24,17,26,1
694,1015017,Krista Starr,,0,0,0,0
695,1011178,Kronos,,0,0,0,0
696,1011029,Kulan Gath,,5,3,5,0
697,1013163,Kwannon,,1,1,1,0
698,1011058,Kylun,,0,0,0,0
699,1009392,La Nuit,,2,2,2,0
700,1011327,Lady Bullseye,,33,8,38,2
701,1009393,Lady Deathstrike,,92,33,97,2
702,1011014,Lady Mastermind,,3,1,5,0
703,1014977,Lady Ursula,,0,0,0,0
704,1014976,Lady Vermin,,0,0,0,0
705,1009394,Lake,,0,0,0,0
706,1009395,Landau,,0,0,0,0
707,1009397,Lava-Man,,1,1,1,0
708,1011100,Layla Miller,,41,4,42,3
709,1009398,Leader,,49,16,68,2
710,1011092,Leech,,7,3,7,2
711,1009399,Legion,,98,33,108,5
712,1011403,"Lei Kung, The Thunderer",,7,2,9,0
713,1009166,Lenny Balinger,,0,0,0,0
714,1011186,Leo (Zodiac),,0,0,0,0
715,1010340,Leopardon,,0,0,0,0
716,1011375,Leper Queen,,1,1,1,0
717,1014988,Lester,,0,0,0,0
718,1011421,Lethal Legion,,12,8,9,1
719,1010977,Lieutenant Marcus Stone,,1,1,1,0
720,1009401,Lifeguard,,4,1,8,0
721,1011408,Lightning Lords of Nepal,,1,1,1,0
722,1010450,Lightspeed,,37,9,44,2
723,1009236,Lila Cheney,,8,7,7,0
724,1009402,Lilandra,,114,41,104,5
725,1011074,Lilith,,6,5,11,0
726,1011257,Lily Hollister,,9,1,12,1
727,1010337,Lionheart,,8,3,7,0
728,1011444,Living Laser,,24,15,28,1
729,1010854,Living Lightning,,21,9,21,0
730,1011036,Living Mummy,,9,5,9,0
731,1011059,Living Tribunal,,6,5,5,0
732,1009403,Liz Osborn,,12,7,10,2
733,1009404,Lizard,,92,33,104,3
734,1010939,Lizard (Ultimate),,2,2,2,0
735,1011414,Loa,,6,3,11,1
736,1009405,Lockheed,,66,24,69,4
737,1009406,Lockjaw,,82,46,94,3
738,1010363,Logan,,31,13,30,0
739,1009407,Loki,,423,166,493,9
740,1017299,Loki (LEGO Marvel Super Heroes),,0,0,0,0
741,1010768,Loners,,6,1,6,0
742,1009408,Longshot,,86,26,105,5
743,1010940,Longshot (Ultimate),,4,1,7,0
744,1011145,Lord Hawal,,1,1,1,1
745,1014980,Lord Tyger,,0,0,0,0
746,1011283,Lords of Avalon,,0,0,2,0
747,1009260,Lorna Dane,,8,5,5,0
748,1009409,Luckman,,0,0,0,0
749,1011405,Lucky Pierre,,1,1,1,0
750,1010751,Lucy in the Sky,,0,0,0,0
751,1009215,Luke Cage,,396,137,416,15
752,1011200,Luminals,,0,0,0,0
753,1017854,Luna Snow (Luna Snow),,14,7,15,0
754,1010896,Lyja,,28,5,54,0
755,1011068,M (Monet St. Croix),,41,9,46,2
756,1011004,M.O.D.A.M.,,5,3,7,0
757,1011320,M.O.D.O.G.,,2,2,1,0
758,1010726,M.O.D.O.K.,,52,30,63,2
759,1017321,M.O.D.O.K. (Iron Man 3 - The Official Game),,0,0,0,0
760,1009418,Ma Gnuci,,2,1,2,0
761,1009314,Mac Gargan,,0,0,0,0
762,1010851,Mach IV,,8,4,14,1
763,1010805,Machine Man,,94,27,116,1
764,1009411,Mad Thinker,,34,21,34,0
765,1009412,Madame Hydra,,16,11,18,0
766,1010352,Madame Masque,,33,16,38,3
767,1010796,Madame Web (Julia Carpenter),,2,2,2,0
768,1010724,Maddog,,1,1,1,0
769,1009509,Madelyne Pryor,,22,10,25,4
770,1011205,Madripoor,,1,1,1,0
771,1009413,Madrox,,95,14,100,3
772,1011053,Maelstrom,,4,3,4,0
773,1011328,Maestro,,28,9,28,0
774,1010867,Magdalene,,7,3,9,1
775,1009414,Maggott,,28,6,37,0
776,1010942,Magik (Amanda Sefton),,2,2,2,2
777,1009415,Magik (Illyana Rasputin),,121,45,137,8
778,1011135,Maginty,,0,0,0,0
779,1009416,Magma (Amara Aquilla),,63,24,71,5
780,1009417,Magneto,,471,170,510,21
781,1010944,Magneto (Age of Apocalypse),,9,5,10,1
782,1010945,Magneto (House of M),,10,7,8,1
783,1010943,Magneto (Ultimate),,36,10,51,0
784,1017477,Magneto (X-Men: Battle of the Atom),,0,0,0,0
785,1010904,Magus (Adam Warlock),,17,9,21,3
786,1011364,Magus (Technarch),,4,2,4,0
787,1011085,Major Mapleleaf,,0,0,0,0
788,1010725,Makkari,,18,7,18,0
789,1009242,Malcolm Colcord,,9,1,10,0
790,1013479,Malekith,,17,15,18,0
791,1011229,Malice (Earth-161),,0,0,0,0
792,1009420,Man-Thing,,150,54,185,2
793,1010811,Man-Wolf,,29,15,28,0
794,1009421,Mandarin,,80,29,102,1
795,1011243,Mandrill,,1,1,1,1
796,1009422,Mandroid,,2,2,1,0
797,1009423,Manta,,9,7,5,1
798,1011026,Mantis,,52,15,58,4
799,1009424,Marauders,,24,15,28,2
800,1015018,Marcus Van Sciver,,0,0,0,0
801,1011335,Maria Hill,,100,29,121,8
802,1009735,Mariko Yashida,"Mariko Yashida was the daughter of Japanese crimelord Lord Shingen, leader of Clan Yashida, and one-time fiance of Wolverine.",23,13,23,1
803,1009425,Marrow,,88,25,109,1
804,1011173,Marten Broadcloak,,0,0,0,0
805,1011263,Martin Li,,0,0,0,0
806,1011350,Marvel Apes,,9,2,13,0
807,1009427,Marvel Boy,,50,24,89,4
808,1011002,Marvel Zombies,,31,11,43,0
809,1011417,Marvex,,1,1,3,0
810,1009708,Mary Jane Watson,"Mary Jane Watson was the guiding light in Peter Parker's life, and their love had overcome countless obstacles.",414,89,452,9
811,1010993,Mary Jane Watson (House of M),"Mary Jane Watson always wanted to be an actress, but all the roles seemed to go to mutants, until her former high school friend, and world famous performer, Peter Parker asked her to play his love interest in his newest movie, upon the release of which made her America's sweetheart and one of the only human movies stars able to launch her own solo projects.",2,1,1,0
812,1011203,Mary Jane Watson (Ultimate),,45,16,36,0
813,1010869,Masked Marvel (Unrevealed),,3,2,2,0
814,1010367,Masque,,35,12,34,3
815,1010732,Master Chief,,6,3,6,0
816,1009433,Master Mold,,9,6,9,0
817,1009434,Mastermind,,46,21,42,1
818,1011279,Masters of Evil,,24,8,23,0
819,1010877,Mathemanic,,0,0,0,0
820,1009677,Matsu'o Tsurayaba,"Tsurayaba became leader of a faction of the ninja clan the Hand, finding himself at odds with his lover Kwannon who was an assassin for rival crimelord Nyoirin.",0,0,0,0
821,1009463,Matthew Murdock,,28,13,35,1
822,1010793,Mattie Franklin,,0,0,0,0
823,1009436,Mauler,,5,4,7,0
824,1010947,Maverick (Chris Bradley),,5,2,5,0
825,1009437,Maverick (Christoph Nord),,7,3,6,0
826,1011305,Maximus,,28,13,28,5
827,1009490,May Parker,,169,42,186,5
828,1009438,Medusa,,164,78,177,10
829,1011399,Meggan,,21,13,22,1
830,1009439,Meltdown,"When Tabitha Smith's mutant nature manifested at age 13, she ran away from her abusive home before eventually hooking up with the New Mutants and, subsequently, X-Force.",70,12,95,1
831,1011241,Menace,,40,3,52,1
832,1011099,Mentallo,,3,2,3,0
833,1011184,Mentor,,2,2,2,1
834,1009440,Mephisto,,119,52,136,3
835,1009441,Mephistopheles,,0,0,0,0
836,1010681,Mercury,,20,11,17,2
837,1009442,Mesmero,,32,21,30,0
838,1009443,Metal Master,,0,0,0,0
839,1010361,Meteorite,,1,1,1,0
840,1011340,MI: 13,,0,0,0,0
841,1009444,Micro/Macro,,0,0,0,0
842,1010690,Microbe,,6,1,12,0
843,1011134,Microchip,,12,5,12,0
844,1010871,Micromax,,6,4,5,0
845,1010891,Midnight (Earth-811),,0,0,0,0
846,1010924,Miek,,3,2,3,1
847,1009530,Mikhail Rasputin,,10,6,13,1
848,1011192,Millenium Guard,,0,0,0,0
849,1010894,Millie the Model,,31,3,289,0
850,1009445,Mimic,,36,13,41,1
851,1011204,Mindworm,,1,1,2,0
852,1013727,Miracleman,"Michael Moran has a superhuman alter ego. By saying the trigger word ""Kimota!"" Michael turns into Miracleman! But is the good of being Miracleman enough to outweigh the cost?",4,4,4,0
853,1011424,Miss America,,50,5,52,0
854,1009446,Mister Fear,,4,3,5,0
855,1009447,Mister Sinister,,110,52,112,6
856,1017318,Mister Sinister (Deadpool),,0,0,0,0
857,1010948,Mister Sinister (House of M),,0,0,0,0
858,1011254,Mister Sinister (Ultimate),,3,1,6,0
859,1010682,Misty Knight,,174,61,190,6
860,1011220,Mockingbird,,91,42,93,5
861,1009410,Moira MacTaggert,,37,22,32,3
862,1010941,Moira MacTaggert (Ultimate),,2,1,4,0
863,1009448,Mojo,,51,31,55,2
864,1009449,Mole Man,,68,41,76,1
865,1011019,Molecule Man,,9,6,10,1
866,1010691,Molly Hayes,,17,10,15,2
867,1009541,Molly Von Richtofen,,2,1,2,0
868,1011370,Molten Man,,7,4,7,1
869,1010876,Mongoose,,2,2,3,0
870,1009450,Mongu (Unrevealed),,0,0,0,0
871,1010331,Monster Badoon,,2,1,2,0
872,1017814,Moon Girl (Lunella Layfayette),,99,36,102,1
873,1009452,Moon Knight,,344,102,404,6
874,1010949,Moon Knight (House of M),,1,1,1,0
875,1014998,Moon Knight (Ultimate),,8,4,8,0
876,1009451,Moondragon,,80,30,95,4
877,1010362,Moonstone,,38,20,42,4
878,1009454,Morbius,,109,45,121,3
879,1010902,Mordo,,1,1,2,0
880,1009455,Morg,,6,2,6,0
881,1013190,Morgan Le Fay,,14,9,13,1
882,1009623,Morgan Stark,,4,2,7,0
883,1011008,Morlocks,,10,7,11,0
884,1011088,Morlun,,7,5,12,2
885,1009456,Morph,,21,12,23,1
886,1009457,Mother Askani,,9,3,11,0
887,1009458,Mr. Bumpo,,0,0,0,0
888,1009459,Mr. Fantastic,,587,180,783,20
889,1010950,Mr. Fantastic (Ultimate),,52,21,68,0
890,1010900,Mr. Fish,,1,1,1,0
891,1009460,Mr. Fixit,,26,3,40,1
892,1010347,Mr. Hyde,,34,18,46,2
893,1010840,Mr. Immortal,,6,3,6,0
894,1014984,Mr. Meugniot,,0,0,0,0
895,1011244,Mr. Negative,,27,8,32,2
896,1009461,Mr. Payback,,0,0,0,0
897,1009462,Mr. X,,8,6,7,0
898,1017824,Ms. America (America Chavez),,77,25,78,1
899,1017577,Ms. Marvel (Kamala Khan),"A Muslim-American teenager growing up in Jersey City, Kamala Khan gained shape-shifting powers when Inhumanity spread over the Earth. A fan of super heroes, in particular Carol Danvers, Kamala took up Captain Marvel's former identity, becoming the new Ms. Marvel. This up and coming hero works to protect her community and understand her place in the world.",243,86,245,2
900,1011372,MS2,,0,0,0,0
901,1011210,Mulholland Black,,11,2,19,1
902,1011056,Multiple Man,,55,16,65,2
903,1010826,MVP,,4,3,6,1
904,1009464,Mysterio,,89,34,99,1
905,1010951,Mysterio (Daniel Berkhart),,0,0,0,0
906,1010952,Mysterio (Francis Klum),,2,2,1,0
907,1009465,Mystique,,200,76,245,10
908,1010953,Mystique (Age of Apocalypse),,2,1,2,1
909,1010954,Mystique (House of M),,1,1,1,1
910,1011129,Mystique (Ultimate),,11,5,17,0
911,1013483,Nakia (Nakia),,2,2,2,0
912,1009466,Namor,,350,133,397,16
913,1009468,Namora,,52,18,92,3
914,1009469,Namorita,,66,22,74,7
915,1014978,Naoko,,0,0,0,0
916,1009547,Natasha Romanoff,,20,9,21,1
917,1010365,Nebula,,30,18,30,2
918,1011302,Nehzno,,0,0,0,0
919,1011422,Nekra,,4,1,4,0
920,1011086,Nemesis,,35,6,55,1
921,1010831,Network,,0,0,0,0
922,1010815,New Goblin,,0,0,0,0
923,1011336,New Mutants,,297,59,475,16
924,1010683,New Warriors,,113,22,150,4
925,1011271,New X-Men,,46,12,51,1
926,1011269,Newton Destine,,3,2,2,0
927,1011303,Next Avengers,,1,1,1,0
928,1010685,Nextwave,,13,2,12,0
929,1009471,Nick Fury,,542,201,617,10
930,1017298,Nick Fury (LEGO Marvel Super Heroes),,0,0,0,0
931,1011007,Nick Fury (Ultimate),,84,33,106,0
932,1010746,Nico Minoru,,28,13,27,1
933,1010706,Nicolaos,,2,1,2,0
934,1011282,Night Nurse (Earth-9997),,0,0,0,0
935,1014057,Night Nurse (Linda Carter),,11,6,9,0
936,1010684,Night Thrasher,,46,12,70,4
937,1014063,Night Thrasher (Dwayne Taylor),,14,4,20,0
938,1009472,Nightcrawler,,629,189,741,17
939,1011337,Nightcrawler (Ultimate),,38,8,64,0
940,1010349,Nighthawk,,59,24,62,1
941,1009473,Nightmare,,60,26,75,4
942,1011124,Nightshade,,3,2,3,0
943,1011409,Nine-Fold Daughters of Xao,,1,1,1,0
944,1010797,Nitro,,7,6,6,1
945,1009474,Nocturne,,33,14,34,1
946,1009475,Nomad,,22,13,24,0
947,1011427,Nomad (Rikki Barnes),,16,4,20,0
948,1010955,Nomad (Steve Rogers),,4,2,6,0
949,1009325,Norman Osborn,,193,81,224,5
950,1010063,Norrin Radd,,0,0,0,0
951,1009476,Northstar,,107,31,123,6
952,1009477,Nova,,194,66,267,11
953,1010956,Nova (Frankie Raye),,7,5,7,0
954,1017078,Nova (Sam Alexander),"Sam Alexander inherited the role of Nova from his father, who went missing mysteriously. The new Human Rocket struggles to become a hero while searching for his dad.",116,22,119,4
